OP,A1,A2,A3,A4,A5
+,4059,6772,2268,5379,8564
+,5753,7483,4270,8727,558
+,2224,1776,2080,5500,3296
-,1805,0,0,0,0
-,3261,0,0,0,0
+,9494,4246,4214,3478,9331
+,683,1932,5834,7127,861
-,4749,0,0,0,0
+,4517,534,2954,4128,5800
+,4445,5816,4312,7552,9195
+,4137,7761,6716,1525,1183
-,7571,0,0,0,0
-,1306,0,0,0,0
+,2215,8550,378,3059,4658
+,9264,8756,2513,7233,477
+,3977,9294,5352,9904,9282
+,6496,3446,8699,7632,8831
-,349,0,0,0,0
+,7158,9740,8620,987,4070
-,5614,0,0,0,0
+,9979,7100,3953,720,5125
+,9052,5860,4347,861,9489
+,6771,5376,5425,0,4457
+,9199,5653,7153,4408,9213
-,4329,0,0,0,0
+,6258,8575,5427,9327,4505
+,7799,207,3427,6015,2573
-,2348,0,0,0,0
-,5002,0,0,0,0
+,8817,105,3552,303,2321
+,7256,9348,4176,8798,6417
-,3585,0,0,0,0
+,5207,1241,8649,5414,5783
+,9013,9149,5491,395,5975
-,2789,0,0,0,0
+,2349,9136,3285,3531,4096
+,52,7920,2643,813,7620
+,7231,27,1357,6314,5274
-,5856,0,0,0,0
-,817,0,0,0,0
+,4424,7109,3909,4569,6561
+,2996,7752,2238,6854,4829
+,1448,179,3038,9809,9565
-,6865,0,0,0,0
-,6706,0,0,0,0
+,4572,1331,6283,4480,6448
+,4599,1704,7453,2147,1278
-,1134,0,0,0,0
+,5980,9831,1696,9655,494
+,9288,3967,8583,7679,7286
-,2552,0,0,0,0
-,530,0,0,0,0
-,7123,0,0,0,0
+,9727,4811,4765,3055,931
+,8875,5461,3007,470,855
+,3534,3278,7057,8534,1742
+,6325,9398,703,9942,8180
-,1105,0,0,0,0
-,3005,0,0,0,0
+,4225,974,2296,9479,3305
+,6512,1541,9732,6145,5634
+,3475,290,5924,3939,8205
+,7973,8747,6960,7569,8674
-,4882,0,0,0,0
-,3389,0,0,0,0
+,450,3785,8738,1149,4386
+,5432,4364,6256,2908,1416
-,7688,0,0,0,0
+,2935,6620,9740,640,3105
+,6729,1399,3963,6069,7722
+,2904,9842,3310,8274,3640
+,5220,7763,6406,1417,4434
-,2650,0,0,0,0
-,7279,0,0,0,0
+,3082,1517,8587,87,8415
+,1290,1287,8191,2173,8823
-,7084,0,0,0,0
+,3815,6802,4781,2358,7171
-,4247,0,0,0,0
-,69,0,0,0,0
+,690,2389,6674,7836,4413
-,3653,0,0,0,0
+,2809,3710,382,9989,2389
-,6191,0,0,0,0
+,949,7068,2741,8443,1684
+,7156,2602,6732,8223,4847
+,5458,4097,7428,3038,4787
+,5692,6578,4640,927,8361
+,6780,8059,7429,3118,3446
+,4374,1292,652,6502,6828
+,5567,8308,6227,1239,4232
-,2440,0,0,0,0
+,1392,486,6763,4041,9569
+,4507,2009,4888,4395,7312
+,3973,5523,4797,5855,3939
-,641,0,0,0,0
+,8640,4388,2541,5879,1339
-,1530,0,0,0,0
+,4006,9569,1204,6560,6475
-,5103,0,0,0,0
-,5049,0,0,0,0
-,6294,0,0,0,0
+,7291,9144,7585,5260,197
-,7189,0,0,0,0
+,729,2879,8340,3947,2068
-,2192,0,0,0,0
+,1181,6401,3932,8170,4694
+,895,2225,3083,7563,8884
-,3770,0,0,0,0
-,1872,0,0,0,0
-,3430,0,0,0,0
+,989,9323,5523,7691,8591
+,8931,8805,3019,1029,3658
-,5811,0,0,0,0
+,8047,7276,6644,6550,6099
+,2100,4721,2340,7648,2465
+,5863,4410,7548,9330,9283
-,2600,0,0,0,0
+,7941,1560,9472,8946,5001
-,3944,0,0,0,0
-,6755,0,0,0,0
+,9339,3730,8668,2123,3973
-,2458,0,0,0,0
+,9470,4043,8197,1851,5743
+,5009,5334,9944,2607,4668
+,4184,21,3613,1238,7236
-,4880,0,0,0,0
-,6436,0,0,0,0
+,5254,802,3483,3335,4659
+,8217,5258,5686,1175,5938
-,880,0,0,0,0
-,129,0,0,0,0
-,4780,0,0,0,0
-,84,0,0,0,0
-,7559,0,0,0,0
-,5508,0,0,0,0
+,9520,2337,3345,3393,4744
-,3003,0,0,0,0
+,9620,9975,1229,8334,8326
+,7763,1480,2255,6911,925
+,7415,8990,7820,2519,9624
+,6082,3940,8711,2815,6074
-,7939,0,0,0,0
+,5689,1021,2758,6541,7901
-,1964,0,0,0,0
-,1888,0,0,0,0
+,7920,333,302,4402,924
+,1802,8992,1501,6315,669
-,2406,0,0,0,0
+,8309,7036,3303,7725,1678
-,1262,0,0,0,0
-,7163,0,0,0,0
+,1128,1409,9437,3418,4864
-,252,0,0,0,0
-,6316,0,0,0,0
+,5638,4629,1186,3579,1693
-,3968,0,0,0,0
+,7719,8762,7804,87,4283
-,525,0,0,0,0
+,1613,231,6338,6786,7098
+,8484,8102,7276,852,1923
-,7786,0,0,0,0
+,6170,5746,8398,9968,1599
-,4974,0,0,0,0
+,397,8929,8861,5102,1111
-,7219,0,0,0,0
+,31,1674,8092,3572,796
-,2341,0,0,0,0
+,4475,8421,5314,3190,8901
+,5523,2976,2363,7794,2907
-,3259,0,0,0,0
-,6426,0,0,0,0
-,1143,0,0,0,0
+,6311,1957,7361,4545,1883
+,2788,6207,717,9505,5747
+,5878,5802,8011,5099,9359
-,762,0,0,0,0
-,5739,0,0,0,0
+,4238,2,502,7885,2468
-,7220,0,0,0,0
-,3485,0,0,0,0
+,704,9229,6070,7038,4453
-,3902,0,0,0,0
-,3973,0,0,0,0
+,4642,3024,1391,2460,5747
-,1228,0,0,0,0
-,87,0,0,0,0
-,4350,0,0,0,0
+,6114,8927,3738,418,9398
+,9876,4618,5702,5892,9357
+,8347,5738,6715,1537,8514
-,5473,0,0,0,0
-,7315,0,0,0,0
+,5438,4041,8555,6522,7075
+,8153,594,6957,1016,5597
+,6044,6137,5059,640,9196
-,7286,0,0,0,0
-,4113,0,0,0,0
+,1252,6302,7,2082,3024
-,2916,0,0,0,0
-,4348,0,0,0,0
-,2435,0,0,0,0
+,9157,2693,6764,3296,8984
+,1278,291,9098,433,379
+,8649,93,3752,8742,7883
+,9154,7661,4311,8251,544
+,4806,2461,3709,6708,9659
+,7173,8707,2259,1351,9374
-,1654,0,0,0,0
+,6027,2022,6753,6838,9847
+,5152,6411,7053,8131,8961
-,7433,0,0,0,0
+,7282,5277,6903,2552,2608
-,5422,0,0,0,0
+,6931,217,968,1413,9224
+,8436,874,8638,6969,8525
+,9269,7068,3066,3739,505
+,977,8879,2261,7566,2692
-,7262,0,0,0,0
-,5224,0,0,0,0
+,3387,2819,6482,466,8173
+,387,8533,9470,4292,3459
+,5608,8320,2701,2647,1440
+,490,4191,2920,9211,584
-,7783,0,0,0,0
+,3806,8625,2660,7343,8586
-,2857,0,0,0,0
+,9737,5482,3679,4441,5464
+,979,3445,2031,8949,4836
-,4262,0,0,0,0
-,6967,0,0,0,0
-,3616,0,0,0,0
-,1703,0,0,0,0
+,547,5546,224,2194,5412
+,6689,7866,2086,6462,7431
+,1299,6926,7562,9684,7884
+,6569,249,3714,7789,7092
+,5861,9224,1593,4175,5231
-,4388,0,0,0,0
-,1299,0,0,0,0
+,5201,6672,8926,1215,8209
+,9163,5749,9936,5814,4036
-,6322,0,0,0,0
-,3310,0,0,0,0
-,7435,0,0,0,0
-,6784,0,0,0,0
+,2467,8187,2237,1005,519
-,5558,0,0,0,0
+,6950,8661,1586,8295,7111
+,7991,5175,3742,2777,9000
-,6204,0,0,0,0
-,972,0,0,0,0
-,2405,0,0,0,0
+,8816,1238,7615,720,3984
+,5768,6235,8586,769,4255
+,8197,6343,9145,2881,1466
-,3407,0,0,0,0
+,3239,7529,9160,7407,9620
-,6704,0,0,0,0
+,6775,3764,9358,8926,8581
+,8472,9669,5401,4940,9555
-,5486,0,0,0,0
-,7276,0,0,0,0
+,8905,1556,7429,7772,1755
-,3699,0,0,0,0
-,1472,0,0,0,0
-,1713,0,0,0,0
-,5289,0,0,0,0
+,5446,5898,765,3930,4454
-,1582,0,0,0,0
-,5896,0,0,0,0
-,2386,0,0,0,0
+,4808,4217,1157,3221,8542
+,7918,5271,5210,7974,2395
-,7175,0,0,0,0
-,1803,0,0,0,0
-,6176,0,0,0,0
-,2253,0,0,0,0
+,7528,6846,1715,6976,8715
+,5175,7658,3907,9328,8583
-,1488,0,0,0,0
-,7408,0,0,0,0
-,7145,0,0,0,0
-,1905,0,0,0,0
-,2665,0,0,0,0
+,6065,8617,5260,1971,4364
-,1826,0,0,0,0
+,42,6185,4074,2728,2921
-,7064,0,0,0,0
+,8647,4517,8455,4393,9033
-,6927,0,0,0,0
-,3275,0,0,0,0
+,2522,2505,3379,8855,9692
-,6498,0,0,0,0
+,5639,5904,7394,6635,3742
+,8481,2522,4788,2608,8850
+,6003,7166,4581,8409,2455
+,3287,5283,5088,8957,6010
-,1744,0,0,0,0
+,4453,9736,8661,6018,4665
+,5647,7107,1102,8460,5542
-,3785,0,0,0,0
+,7155,9691,1344,2618,5573
+,753,8929,4869,3935,2006
-,5657,0,0,0,0
-,7105,0,0,0,0
+,8128,7302,1740,4367,5930
+,3044,258,2788,1455,7510
-,4102,0,0,0,0
-,4518,0,0,0,0
+,5249,1360,9173,7158,9862
+,8639,6311,60,1418,4980
+,1915,6250,5291,1857,3651
+,1709,5558,5492,7887,9863
+,6678,648,8193,903,6983
+,4245,9224,7395,9824,5378
+,8566,1373,5853,8781,551
-,820,0,0,0,0
+,1895,2208,5696,7169,1677
+,3441,1263,4566,8006,8360
-,3112,0,0,0,0
+,3070,8185,9513,8088,394
+,4843,1812,9036,1920,2337
-,5420,0,0,0,0
+,2613,2466,8177,889,1705
-,7095,0,0,0,0
+,4672,456,5715,1172,6013
-,7835,0,0,0,0
-,6042,0,0,0,0
+,6489,5343,323,588,7466
+,1682,1608,3678,9889,6528
-,6534,0,0,0,0
+,6852,7216,4018,7824,6620
+,9434,9683,2821,2792,6204
-,2686,0,0,0,0
+,7145,3395,3908,5059,4873
-,604,0,0,0,0
+,7797,4420,5898,4909,1172
+,5983,144,7079,7319,9656
+,9933,3756,3255,3589,6216
-,3585,0,0,0,0
+,9665,7818,8741,8570,3970
+,5951,7017,5089,4212,2430
+,4708,6159,270,2945,2692
+,4359,7532,2366,8182,5082
+,4474,9566,1549,2012,9506
+,7336,5307,5765,2139,5717
+,8846,5082,451,4204,9951
+,5415,2394,7085,632,3793
+,2657,149,925,4893,417
-,2025,0,0,0,0
-,7525,0,0,0,0
+,4780,9098,413,8341,6697
-,6149,0,0,0,0
-,4483,0,0,0,0
+,9448,8629,778,8597,7212
+,8034,2201,4141,5392,4502
+,7184,2893,854,5270,3503
-,3461,0,0,0,0
+,2551,2511,6906,3146,2036
-,228,0,0,0,0
-,2188,0,0,0,0
-,1423,0,0,0,0
+,9306,9974,4285,9167,656
+,7465,5232,1810,7626,1325
+,4936,4807,235,1460,7381
+,5117,5240,3539,6698,1147
+,1108,6829,6964,1945,6957
-,6912,0,0,0,0
-,3785,0,0,0,0
-,1021,0,0,0,0
-,474,0,0,0,0
+,272,321,5956,6642,2993
+,3540,5103,5594,8463,6712
-,3573,0,0,0,0
-,1717,0,0,0,0
-,3424,0,0,0,0
+,5857,139,7512,9337,8055
-,7999,0,0,0,0
-,6824,0,0,0,0
+,1468,3818,3667,3035,3233
+,7131,9599,7743,6900,890
-,7076,0,0,0,0
+,5191,315,8714,1923,8668
-,5859,0,0,0,0
+,4879,3574,4882,2830,7796
+,9080,8766,2692,4587,6549
+,2283,8427,5752,195,8829
+,4991,5052,6428,7934,2219
-,7830,0,0,0,0
+,7597,8650,7354,8969,5741
+,4579,8722,1031,6501,1721
+,4978,3912,5790,4072,2358
-,5364,0,0,0,0
+,7077,6988,4789,8119,7418
+,4316,3642,9157,1256,7186
+,6042,7275,4399,6420,5482
-,4585,0,0,0,0
+,5684,7861,8269,2321,9311
-,5222,0,0,0,0
+,5241,8927,4055,6563,5243
+,155,9103,1641,3821,1672
+,9160,7812,1703,666,8958
-,3012,0,0,0,0
+,3871,1616,7699,5143,816
+,2334,7609,5767,7231,1505
-,4287,0,0,0,0
+,3069,7112,5179,6087,9473
+,322,4970,8990,5502,1422
-,3927,0,0,0,0
+,3575,9433,3631,9667,976
+,4632,9313,7229,8934,5779
+,2875,4165,6332,4224,6594
+,2108,8965,1765,7152,8896
+,7494,5001,8132,4175,2153
-,5783,0,0,0,0
+,5840,7560,7559,2033,8266
-,2323,0,0,0,0
+,5266,5176,226,9935,5338
-,4297,0,0,0,0
+,8991,6473,1689,633,5781
+,194,1853,2530,8597,6438
-,1537,0,0,0,0
+,5018,9767,8964,8833,2448
-,7579,0,0,0,0
+,7309,297,7927,5560,4034
+,8878,7237,1532,570,7418
-,529,0,0,0,0
+,3022,1894,5047,8674,8164
+,6710,4849,6607,1967,6834
-,1830,0,0,0,0
+,4606,2390,9690,299,6544
+,2441,7589,213,9631,3925
+,3679,6326,1391,1050,9964
-,616,0,0,0,0
-,407,0,0,0,0
-,7889,0,0,0,0
-,4813,0,0,0,0
+,1507,4371,8770,2869,4897
+,2524,6910,5150,3705,4692
-,1515,0,0,0,0
+,9721,1604,8722,6961,9481
-,899,0,0,0,0
+,1679,7012,7964,1488,6
+,5242,9638,6562,3029,3635
-,3696,0,0,0,0
+,1581,7048,6415,6133,608
+,471,3307,9705,1201,9070
+,2570,4705,491,1241,2332
+,2567,8049,5280,5478,829
+,4227,1631,6564,6733,8839
+,6983,3596,9253,8819,6405
-,1968,0,0,0,0
-,3754,0,0,0,0
+,2460,4410,8755,7837,6944
-,1312,0,0,0,0
+,2200,948,8962,3424,7021
+,9155,2049,4658,3933,3521
-,2472,0,0,0,0
+,1963,2981,2803,4814,9659
-,3131,0,0,0,0
+,4862,9351,4396,701,5297
+,2180,4263,8160,5269,6032
+,4694,3939,4585,3889,8008
-,6539,0,0,0,0
-,4694,0,0,0,0
+,2960,3228,9384,4593,9781
+,6829,2699,684,1937,1121
+,2464,4333,406,6199,2094
-,4135,0,0,0,0
+,8602,5634,5735,1355,9337
+,1324,5326,112,8948,5845
-,3311,0,0,0,0
+,6628,874,3896,1461,7576
-,3477,0,0,0,0
+,1964,8828,8186,6523,2562
+,1566,2708,9840,3719,5627
-,1465,0,0,0,0
+,2245,5740,1470,1529,2386
-,5707,0,0,0,0
+,141,4465,316,9125,4292
-,4417,0,0,0,0
+,4588,5246,629,9888,2953
+,8723,5765,3937,1685,7277
-,5186,0,0,0,0
-,5731,0,0,0,0
-,6674,0,0,0,0
-,7215,0,0,0,0
+,6237,1170,9691,5262,5536
-,7758,0,0,0,0
-,3570,0,0,0,0
+,7243,8286,7394,4599,4315
+,2742,6414,9114,6873,800
-,7037,0,0,0,0
-,2621,0,0,0,0
-,7121,0,0,0,0
-,744,0,0,0,0
+,9562,6249,4013,6834,3176
+,4366,7066,1199,9868,409
+,684,2597,3474,4705,6249
+,5275,9782,8970,3738,5051
-,4878,0,0,0,0
-,3097,0,0,0,0
+,1761,7736,4549,5819,9519
+,3374,8958,9016,197,5112
-,5948,0,0,0,0
+,5386,1140,743,2802,2418
-,5785,0,0,0,0
-,4993,0,0,0,0
-,6945,0,0,0,0
-,4341,0,0,0,0
+,9823,8510,6118,4760,5730
-,1884,0,0,0,0
+,8277,304,772,6080,4864
-,1954,0,0,0,0
+,9497,5498,7345,6997,9159
+,5649,3818,3239,303,7850
+,1926,4583,7308,414,8274
+,5922,6420,458,2330,5225
-,7233,0,0,0,0
-,3471,0,0,0,0
-,2225,0,0,0,0
-,1928,0,0,0,0
+,6614,7580,7008,3852,8912
+,983,7277,3202,4133,4045
+,4705,6465,2893,2075,1166
+,4646,2570,6013,9859,9606
+,6992,9253,9218,9053,5830
+,8496,8267,6761,7966,315
-,7259,0,0,0,0
-,4403,0,0,0,0
+,4485,912,9311,8306,9644
-,5228,0,0,0,0
-,7381,0,0,0,0
+,1005,1222,9385,6875,9602
+,8884,6319,6012,5078,4328
-,7016,0,0,0,0
+,5717,404,6778,2454,8479
-,3112,0,0,0,0
-,2422,0,0,0,0
-,1609,0,0,0,0
-,4307,0,0,0,0
+,334,6902,7841,9774,561
+,2008,9196,8535,3129,6586
+,2984,1958,3405,8324,4715
-,2583,0,0,0,0
-,2241,0,0,0,0
+,8658,7353,3130,7444,2689
+,2836,3300,4542,6728,992
+,5989,3620,6472,3062,4412
-,5218,0,0,0,0
-,1283,0,0,0,0
+,7423,101,472,8806,2794
+,6265,6441,404,2147,5524
+,3420,9078,9633,7791,9532
-,3497,0,0,0,0
+,8756,8556,1056,4995,4366
+,7775,9478,5618,3804,9930
-,559,0,0,0,0
-,7845,0,0,0,0
+,7558,660,9989,5693,1651
-,7231,0,0,0,0
-,4264,0,0,0,0
-,1855,0,0,0,0
-,7516,0,0,0,0
+,2918,8217,7731,2180,4097
+,2414,8205,8870,9828,1901
+,845,4125,9701,3362,8073
+,7668,8666,6090,1589,5767
+,7638,6501,5303,4553,141
-,126,0,0,0,0
+,1579,874,7760,2823,9129
+,1576,6571,9781,8181,4877
-,4104,0,0,0,0
+,9077,6140,7807,2282,498
-,4654,0,0,0,0
+,5572,5321,5936,2295,372
+,1874,3816,1977,8687,3559
-,7728,0,0,0,0
-,1162,0,0,0,0
+,7098,242,4422,6330,6906
+,3754,7450,9076,5381,1746
+,6731,9100,1085,9008,4864
+,7170,9673,5269,9177,3174
-,4462,0,0,0,0
+,7132,2483,4969,8209,4591
-,757,0,0,0,0
+,4838,1879,7054,7422,8787
+,8169,584,8794,4660,8534
-,4617,0,0,0,0
+,1717,6953,4567,2649,7627
+,6741,9812,1818,5982,7755
+,9882,3423,430,6343,314
+,3629,5733,5983,9863,9944
+,8327,7590,3260,2081,2836
+,2260,576,1922,4100,3430
-,3708,0,0,0,0
+,6354,6412,4643,4900,8310
-,7920,0,0,0,0
-,6464,0,0,0,0
-,25,0,0,0,0
-,7323,0,0,0,0
-,4897,0,0,0,0
-,2794,0,0,0,0
+,6190,4333,9863,4510,8492
-,5448,0,0,0,0
+,650,5415,4192,7137,169
-,1501,0,0,0,0
-,6711,0,0,0,0
-,6712,0,0,0,0
-,4723,0,0,0,0
-,6148,0,0,0,0
-,5873,0,0,0,0
+,5246,3415,426,4878,8122
-,60,0,0,0,0
-,3851,0,0,0,0
+,4800,3842,1150,6339,2025
+,9758,3906,7842,1148,2492
+,1241,2095,4049,9394,7419
-,6519,0,0,0,0
-,3573,0,0,0,0
+,16,8515,4556,3839,9680
+,6981,5361,8427,3004,8574
+,8240,3785,4489,6464,3859
-,5567,0,0,0,0
-,2441,0,0,0,0
+,2722,6839,1590,5157,9410
+,2702,2557,8705,2819,6971
+,1892,3008,1287,9867,521
+,5333,7949,2271,1778,2691
-,7478,0,0,0,0
+,8300,6960,9561,7937,2698
+,1603,4927,1060,1427,5696
+,8225,8252,2114,3169,8605
-,5680,0,0,0,0
+,6794,8670,2371,3773,6768
+,6063,7299,6937,9657,2850
-,7885,0,0,0,0
+,4275,7198,3707,241,2824
-,7276,0,0,0,0
+,7591,6997,4114,7026,83
-,4759,0,0,0,0
-,6396,0,0,0,0
+,2737,2388,3575,7663,2053
+,6267,2969,9428,2592,3350
+,5820,4616,3416,4241,7148
-,2839,0,0,0,0
+,1605,3923,7138,5005,8769
+,3567,763,3575,3486,1347
+,4361,9265,3889,4304,2689
+,3016,722,6402,5550,2014
+,3120,2039,4131,7555,46
-,6182,0,0,0,0
+,6510,6322,727,3569,3976
-,1150,0,0,0,0
+,8151,1128,86,9193,2293
-,6738,0,0,0,0
+,6752,5526,5697,726,7331
+,4159,4819,1519,5464,6691
+,5904,2880,3450,6681,3180
+,7331,5234,3945,4110,1211
+,681,1161,6151,3494,5778
-,5956,0,0,0,0
+,5258,4321,5818,3720,3574
+,2972,6547,2637,7938,8936
+,9308,4308,7778,9656,2380
+,8559,4183,2078,2017,187
-,7910,0,0,0,0
+,8504,6549,5712,6197,8238
+,32,2318,4668,381,8680
+,1793,5346,5548,9166,674
+,4553,2213,7659,5552,8460
+,6482,7042,1118,3297,6059
-,3825,0,0,0,0
-,291,0,0,0,0
+,5886,8446,4871,3176,8880
-,2839,0,0,0,0
-,6834,0,0,0,0
+,307,5230,3111,3068,309
-,754,0,0,0,0
-,1953,0,0,0,0
-,1420,0,0,0,0
-,6357,0,0,0,0
+,7181,4386,1671,9520,4932
-,4250,0,0,0,0
+,1979,577,4450,2614,1695
+,3816,7621,875,7346,5115
-,2396,0,0,0,0
+,602,4717,5237,3722,9143
+,4731,5429,7924,374,3202
+,3083,718,996,405,1399
+,5726,5764,7993,3590,703
-,6019,0,0,0,0
-,2376,0,0,0,0
-,6508,0,0,0,0
+,644,944,8955,4136,5007
+,1365,9008,6946,7465,105
-,3915,0,0,0,0
-,6692,0,0,0,0
-,2287,0,0,0,0
-,297,0,0,0,0
-,685,0,0,0,0
+,1442,5139,5733,5685,4489
+,4357,6349,7725,394,4693
-,7345,0,0,0,0
+,7126,7467,5295,1445,9859
+,7771,9845,8328,6345,8822
-,524,0,0,0,0
+,9449,7356,9659,7225,7725
+,8660,4729,6100,5592,7890
+,1415,9591,3884,460,3501
+,9235,1215,1050,3170,2865
+,9038,3395,3115,2406,6327
+,2112,1069,812,8845,1967
-,5323,0,0,0,0
+,5789,5396,4808,3663,6178
+,3849,6019,7139,4624,1577
+,1750,2854,5766,1684,8369
+,575,9387,7962,3925,2084
-,336,0,0,0,0
+,913,6126,4267,7011,9317
-,1911,0,0,0,0
-,6370,0,0,0,0
-,3161,0,0,0,0
-,2709,0,0,0,0
-,1202,0,0,0,0
+,9073,9265,6817,7723,6103
-,6536,0,0,0,0
+,5636,5230,5546,906,6849
-,981,0,0,0,0
+,1380,333,9215,8773,6796
-,5802,0,0,0,0
+,4244,2829,4608,5747,7450
+,3972,914,7623,8735,9814
-,6461,0,0,0,0
-,6861,0,0,0,0
+,8606,8424,6529,7347,5622
+,7824,9398,4483,8738,8090
-,3819,0,0,0,0
-,124,0,0,0,0
-,3580,0,0,0,0
+,8165,2167,1608,1526,778
-,6044,0,0,0,0
+,9891,1350,1458,5867,4034
+,6183,4877,7622,1752,2498
+,1676,3879,2833,2138,5051
+,3949,5927,2221,7031,2454
-,1273,0,0,0,0
+,1587,9874,8368,7102,9781
+,5021,4015,1054,5182,6105
+,5076,6102,6099,8726,3738
+,3661,779,1962,9307,4110
+,5800,2341,6758,5636,7272
-,1468,0,0,0,0
+,2829,8845,9715,7337,7063
+,2474,8910,5599,7423,8133
+,5686,4441,2156,7024,8612
+,2281,7137,9019,5498,9490
+,9495,7122,2400,2076,1060
-,134,0,0,0,0
+,2774,1625,2376,4547,7604
+,7702,3303,401,8138,5735
+,8674,1900,2426,8347,8729
+,7096,6911,9065,1937,9348
-,2046,0,0,0,0
+,7196,3263,3032,8481,7946
+,5112,7968,1742,1237,3256
+,7562,1382,5159,1442,772
-,85,0,0,0,0
-,3470,0,0,0,0
-,7564,0,0,0,0
-,889,0,0,0,0
+,1441,2389,8595,1608,6564
-,6312,0,0,0,0
+,6274,6827,7879,679,6009
+,5997,9874,6409,1330,4789
-,2182,0,0,0,0
+,2751,5129,7729,937,6233
-,2341,0,0,0,0
+,9948,4788,4098,3008,2598
-,444,0,0,0,0
-,4217,0,0,0,0
-,7631,0,0,0,0
+,2170,6824,8033,7501,9839
+,6193,2955,3745,3102,5733
-,3554,0,0,0,0
-,6384,0,0,0,0
-,1536,0,0,0,0
+,969,7277,1770,8650,8218
+,3842,4726,2545,721,8360
+,6842,3868,7264,4488,6247
+,4865,7388,9916,2429,5855
+,410,3917,7886,9842,9365
+,3430,7676,2497,2849,3636
+,821,1316,6861,8750,4708
+,7114,9094,4101,1492,2046
+,2740,5435,5422,627,736
+,3411,3634,4571,4101,9989
+,4855,8124,503,4145,2193
-,3378,0,0,0,0
+,8804,4285,8137,5192,9072
-,6364,0,0,0,0
+,5430,1969,7315,2779,1965
-,1903,0,0,0,0
+,3996,4784,8241,2275,2952
+,129,6377,8575,9143,6798
-,1084,0,0,0,0
+,8818,2588,7780,3312,7378
+,3135,6036,6905,5550,2592
+,5153,2293,7058,6778,553
-,3523,0,0,0,0
-,3821,0,0,0,0
-,7213,0,0,0,0
+,8457,6937,7387,1381,9489
-,6045,0,0,0,0
+,6546,1632,9517,7270,5948
+,5160,2978,6940,3405,5560
-,323,0,0,0,0
-,2337,0,0,0,0
+,7699,4254,1745,6656,7603
+,7990,4206,7213,4967,7628
-,5052,0,0,0,0
-,5779,0,0,0,0
+,2273,5617,2557,5929,3131
+,3986,8949,1654,6602,3485
-,1866,0,0,0,0
-,2210,0,0,0,0
-,2745,0,0,0,0
+,2254,793,4477,4989,1813
-,5598,0,0,0,0
+,5706,7430,573,6780,407
-,1277,0,0,0,0
+,7141,9508,356,6299,9901
-,4704,0,0,0,0
+,8707,1125,4782,1270,9714
+,5090,2331,2846,4244,9716
-,2758,0,0,0,0
+,2012,8240,8650,6769,9551
-,845,0,0,0,0
+,691,4136,8729,6113,6750
-,992,0,0,0,0
+,6550,3808,7664,2527,7779
-,1915,0,0,0,0
+,3657,8370,4071,76,6176
+,9093,72,6917,6231,3414
+,2951,6719,2038,5592,4363
-,3691,0,0,0,0
-,1699,0,0,0,0
+,2640,7903,8702,1127,1091
-,1392,0,0,0,0
-,6939,0,0,0,0
+,673,2755,8296,8105,2668
-,4325,0,0,0,0
-,1810,0,0,0,0
+,9457,2284,644,3569,5624
-,4796,0,0,0,0
+,1180,6504,2575,2384,3191
+,3282,8388,5382,8416,5579
-,7270,0,0,0,0
+,7029,108,4908,2204,3253
-,149,0,0,0,0
+,3550,6112,4671,6584,4845
+,5475,905,1209,4670,7860
+,8049,7319,5248,2713,7983
+,9813,622,8326,3785,8419
-,2973,0,0,0,0
+,6600,469,927,8304,5780
+,7257,393,7482,3055,3392
-,457,0,0,0,0
+,8584,2988,7309,2011,4935
-,5513,0,0,0,0
+,3154,1667,4104,556,7411
-,4793,0,0,0,0
-,5761,0,0,0,0
+,5470,5025,2998,7600,7539
+,327,6920,7864,8272,2875
+,3406,8429,1335,3785,8620
+,5070,3106,4014,7613,1801
+,9507,4201,8883,99,1341
+,3008,7149,8441,4247,2860
+,967,7705,3390,3500,1351
-,5583,0,0,0,0
-,1269,0,0,0,0
+,7849,2718,5540,8933,9683
-,7895,0,0,0,0
-,7759,0,0,0,0
+,9718,3381,642,1776,5576
-,5635,0,0,0,0
-,6433,0,0,0,0
-,6732,0,0,0,0
-,5074,0,0,0,0
+,4564,8802,403,5971,1712
+,5892,6062,2982,5301,5671
+,6446,8443,1435,6174,9831
-,3994,0,0,0,0
+,1633,4168,7460,5720,6959
+,810,1380,4417,8601,6735
+,3365,5778,9247,1011,5209
+,8990,1252,4085,8539,9415
+,6092,5089,9964,447,539
-,7445,0,0,0,0
+,5524,5740,2323,7844,931
+,4881,896,7835,7434,2969
+,8548,6656,1169,4050,2066
+,7912,2821,1856,1431,50
-,4621,0,0,0,0
+,674,7465,8045,8950,514
-,1198,0,0,0,0
-,2502,0,0,0,0
-,345,0,0,0,0
+,9499,5821,6130,294,89
+,7066,1692,5346,4961,8426
-,7745,0,0,0,0
+,2724,2694,4910,2555,6583
-,6640,0,0,0,0
+,7039,3952,435,7912,4575
+,1237,881,1634,2649,4640
-,2773,0,0,0,0
-,1281,0,0,0,0
+,7793,7421,9621,9585,3074
-,1493,0,0,0,0
-,72,0,0,0,0
+,4288,3808,6612,364,4740
-,4126,0,0,0,0
+,2927,4169,449,3370,9474
-,6657,0,0,0,0
-,4104,0,0,0,0
-,2285,0,0,0,0
+,101,5871,9242,2870,1324
-,2451,0,0,0,0
-,1285,0,0,0,0
+,5804,2674,793,3873,2370
+,4664,4567,9861,5962,3492
+,3566,7474,1757,1828,3450
-,1706,0,0,0,0
