OP,A1,A2,A3,A4,A5
+,1270,3773,96,2121,1929
+,2221,3891,2545,2548,208
-,382,0,0,0,0
+,4876,2573,4579,1839,1068
-,734,0,0,0,0
+,1304,1869,2962,3787,1169
+,1831,2952,779,1541,3921
+,1345,559,4655,1969,4068
+,2689,1647,3331,3014,4633
+,1206,1134,4032,3835,658
+,996,1426,524,4466,2886
+,3047,277,2399,563,1367
+,3810,4073,4450,4841,745
+,4578,396,1783,2127,1197
+,1071,3517,3149,1588,4986
+,4345,28,695,1783,2760
-,712,0,0,0,0
-,636,0,0,0,0
-,964,0,0,0,0
+,1462,2994,2134,1671,2743
-,285,0,0,0,0
+,537,3050,3821,1246,805
+,2623,1659,3656,1623,2653
+,1960,4578,4086,4096,4738
+,1449,3666,3528,4165,2743
+,4655,3610,2852,3724,2553
+,3294,4172,1146,827,1145
-,608,0,0,0,0
+,399,2111,900,2362,1260
-,866,0,0,0,0
+,1150,1788,2006,3056,4339
+,1829,2919,774,205,3708
-,181,0,0,0,0
+,4339,326,1330,2251,1702
+,4434,912,2670,11,4068
+,4832,3639,1048,2879,415
-,65,0,0,0,0
+,2053,286,1775,754,4763
+,980,2429,81,4272,4032
+,322,1395,2190,1349,3458
+,973,2250,4182,4156,2453
+,3283,4187,3501,2839,4452
+,3209,748,3486,1096,4837
+,4636,4203,4984,1644,971
+,3225,3054,2396,96,3110
+,1598,2940,4347,3828,1970
+,4966,3107,2759,7,4346
+,4371,4801,2398,2469,4906
+,1460,4775,2376,4614,1151
+,1522,3084,3854,1174,4130
+,3829,719,1741,2041,4686
+,2187,1597,1809,332,2057
+,300,1213,3767,4714,2501
-,273,0,0,0,0
+,3176,4449,4609,2330,4619
+,4243,1433,348,3934,4305
+,729,1878,4349,182,902
+,3448,4313,2947,1463,2122
+,1868,2068,1024,3130,2272
+,2790,2959,4502,3046,2844
+,3997,1959,3113,3225,4006
+,4965,3168,3424,34,738
+,2362,3998,799,301,3066
+,1000,43,510,3609,2912
+,154,227,3101,540,1115
-,550,0,0,0,0
+,2309,584,4969,1581,3707
+,4523,1169,4766,4409,4780
+,4395,485,4113,3755,2494
+,1380,463,3419,4497,3300
-,339,0,0,0,0
+,2040,3915,1732,1338,2045
+,360,3152,4405,1625,1510
-,24,0,0,0,0
-,342,0,0,0,0
+,3358,1568,1912,3179,783
+,2388,482,4301,2802,3925
+,8,4244,842,2467,1971
+,2088,718,1285,125,58
-,872,0,0,0,0
+,1502,1799,4160,4203,4304
+,1172,3385,4572,163,115
+,1453,126,3750,2742,2213
+,4589,440,1672,2656,4611
-,744,0,0,0,0
+,1778,2844,1099,4704,2169
+,3781,3290,202,4357,3942
+,4631,1489,1331,1562,1334
+,774,4984,4171,240,2183
+,109,4958,1062,3660,3643
-,778,0,0,0,0
-,950,0,0,0,0
+,3546,1849,90,2317,306
+,4544,847,1832,897,2200
-,242,0,0,0,0
-,579,0,0,0,0
+,3543,2189,3765,1354,1261
+,2122,1800,1803,4206,3699
+,2669,3312,1403,3171,1289
+,3411,3495,4495,2063,2167
+,1567,4096,449,4214,3535
-,278,0,0,0,0
+,3112,2058,2880,2046,4647
-,5,0,0,0,0
+,629,584,2207,2343,4933
+,2908,4331,778,3932,3843
-,958,0,0,0,0
+,421,1309,3403,4077,4206
+,3428,492,2433,23,1306
+,1987,62,517,4120,4720
+,1594,2751,2491,4020,4918
+,3819,1850,1662,1775,3259
+,4023,4996,1210,1057,3861
+,443,121,77,1188,54
+,1807,4871,791,1455,626
+,4974,394,87,4304,3147
+,3881,682,752,485,1658
+,3148,2751,4122,4348,1925
-,503,0,0,0,0
+,4157,2280,3015,4870,3596
+,1062,924,3305,711,4874
+,2412,2866,4709,4106,4205
+,3715,3524,1863,4526,1138
+,2123,4347,879,4302,4733
+,68,662,3803,3153,1780
+,4386,3349,2847,3322,1849
+,4057,3033,2001,4576,3233
+,2027,1604,342,2360,4257
+,1199,2705,2320,3140,367
+,2665,3218,4726,1959,4436
+,2939,4338,3678,3831,367
-,110,0,0,0,0
+,817,1629,2668,4335,2905
+,524,1957,2811,2179,4043
+,1624,1167,4140,4932,1483
+,3862,431,1758,1195,1524
+,2178,2493,307,1132,1295
+,4451,3166,3960,1335,3506
+,2056,1845,3928,4881,4337
+,4883,2948,2131,626,503
+,449,4343,3862,3672,2782
+,3346,131,4109,606,4675
+,1872,3536,2471,225,3903
+,1506,742,4262,988,3768
+,3970,1530,2352,3504,1777
+,4906,2330,1405,1881,4312
+,4785,3221,651,2812,4520
+,3511,531,4812,1171,4695
+,256,710,1508,4501,3930
-,515,0,0,0,0
+,3614,3643,127,3044,2805
+,3652,2214,877,3402,2622
-,823,0,0,0,0
+,2144,711,2620,3767,1748
+,1212,4043,382,2993,473
+,877,3322,295,2142,1733
+,3141,1863,592,3714,994
+,873,3832,4965,3907,204
+,3708,3194,891,4977,3057
+,216,3472,296,3163,2475
+,262,2450,496,4250,3549
-,470,0,0,0,0
+,685,4273,3467,2674,4627
-,739,0,0,0,0
+,3968,2183,799,1052,4337
+,4469,3882,1107,1069,3575
+,2698,3508,526,1105,687
+,668,1435,2895,1753,1842
+,1814,1612,3466,3318,3661
+,3686,2836,4263,2037,4968
+,1770,3683,1217,3899,96
+,138,4103,1533,2263,42
+,2615,4941,4028,44,2238
+,4849,2104,3981,3537,4007
+,2124,1479,2758,938,1441
+,1725,2037,1315,2832,2717
-,641,0,0,0,0
+,594,445,3181,3472,2489
+,1874,4922,2173,4716,4427
+,3770,288,4255,4482,1124
+,4475,4273,3178,3736,4934
+,3914,4627,2117,3115,1120
+,263,1211,3011,3738,1942
-,906,0,0,0,0
+,2541,2711,2059,4843,4936
-,606,0,0,0,0
+,3217,2923,1672,3037,1192
+,436,4097,1799,1307,3310
+,2166,408,4484,4321,2398
+,330,427,3152,1205,2163
+,1465,859,1386,419,776
-,583,0,0,0,0
+,1392,2770,4692,2058,4030
+,498,3449,2614,4655,2960
+,4316,617,389,4522,1769
+,1816,1180,3324,2959,3765
+,1260,960,1370,1741,822
-,252,0,0,0,0
+,3731,4387,2991,2587,4070
-,109,0,0,0,0
+,3179,3237,3303,1060,3397
+,2025,417,1255,183,2777
+,3780,34,251,4569,109
+,4739,4700,3724,3265,732
-,902,0,0,0,0
+,3538,1329,4803,4058,2232
-,506,0,0,0,0
+,3889,19,228,577,988
+,2323,1596,2119,801,4440
+,2589,2424,970,3332,4047
+,3502,1587,4521,154,528
-,51,0,0,0,0
+,686,13,3275,2138,4234
+,1586,2103,2179,1824,2620
+,112,684,709,2826,634
+,3848,4736,405,2441,1082
+,2219,1148,1529,1463,689
-,17,0,0,0,0
+,2839,1140,294,4512,3970
+,1723,4496,2886,2222,3551
+,3473,3826,765,4450,4259
-,620,0,0,0,0
+,2090,3723,4807,4007,978
+,713,2201,4676,3941,3303
+,4368,2361,575,1285,490
+,712,4524,4983,4087,2205
-,137,0,0,0,0
+,2789,3264,3070,2004,2532
+,3551,4737,1435,2121,2498
+,4228,4930,158,1284,970
+,2758,2192,1541,4918,2822
+,475,2215,4032,2951,3886
+,725,465,3888,1808,3479
-,920,0,0,0,0
+,4328,1932,1833,2020,3281
+,2750,458,4107,159,1173
+,784,3078,982,3759,1284
+,379,996,2323,1094,3491
-,890,0,0,0,0
+,21,4180,159,4640,709
+,269,3599,149,4748,960
+,1283,1191,2714,3557,102
-,84,0,0,0,0
+,1086,2569,1735,3940,1293
-,733,0,0,0,0
+,847,2983,2648,4705,1537
+,4778,3317,1982,4814,108
+,69,1362,1287,4732,3189
+,1944,4754,1818,296,99
-,499,0,0,0,0
-,104,0,0,0,0
+,3804,2909,4063,554,1369
+,1966,1374,2443,4415,1010
+,4512,4964,1068,4298,2781
+,2436,1806,1407,4818,4461
+,1334,1560,4416,2265,3891
+,4536,4591,2328,1347,1525
+,3318,4352,1338,3510,4859
+,3468,3023,3857,1452,3946
-,706,0,0,0,0
+,2932,727,660,1528,2478
+,3096,4594,1758,961,2319
+,564,2533,4500,1567,48
-,557,0,0,0,0
+,3213,1306,4507,3894,3817
+,2397,3375,4025,654,2264
+,3980,1682,4274,116,740
-,336,0,0,0,0
+,2308,150,3615,1492,677
+,664,3182,2530,1022,1326
-,491,0,0,0,0
+,2409,223,1056,1893,1266
+,3800,1688,4666,2822,3617
+,3516,4733,517,3272,1261
+,1646,2787,3891,2901,3016
+,4517,1507,3875,1887,4260
+,1612,4493,3685,72,2999
+,1153,4969,3410,3677,178
+,392,1704,4384,4990,3048
-,53,0,0,0,0
+,4872,3222,2022,4974,3937
-,771,0,0,0,0
+,2964,1609,3559,4150,218
+,7,3656,3753,1534,3801
+,1565,4143,2964,3697,2021
+,1314,4227,696,1502,4086
+,704,2256,2995,3970,3877
+,1901,302,4235,3843,3769
-,524,0,0,0,0
+,4202,2082,3808,16,1584
-,64,0,0,0,0
+,2423,1423,3142,2873,1349
+,3398,1603,1375,531,1860
+,494,4356,3958,2068,4300
+,4058,1893,2966,1581,3907
+,1804,4621,3857,1974,2312
-,29,0,0,0,0
+,627,4452,1376,3628,4329
-,78,0,0,0,0
+,670,4284,2038,3603,3102
+,1943,3633,1227,3410,3310
+,4218,1358,3000,1570,3415
+,4442,134,1621,1419,860
+,1238,2299,3279,3677,2625
+,4724,304,2555,1258,3591
+,3545,4441,2357,2608,1805
+,2786,817,237,351,4579
+,507,1051,2291,4372,3
+,1681,3074,2218,3173,4333
-,753,0,0,0,0
+,1553,4933,3458,1344,2699
+,4784,3450,4340,3953,3033
+,375,1863,725,4161,504
+,1310,259,739,1997,3947
+,2233,34,4177,1065,1765
+,1573,446,4022,1725,3572
+,4910,2951,2944,1642,315
-,902,0,0,0,0
+,3579,3009,797,3760,1128
+,4492,2273,2286,2755,4877
+,1207,1313,514,2446,3667
+,1742,1265,282,3382,1921
+,3164,4317,691,3878,4602
+,982,874,3046,3837,4762
+,1301,3352,412,891,786
+,2798,4097,432,2815,2745
+,2700,3876,2170,3391,4026
+,4519,474,19,1659,3207
+,1909,2707,1767,4185,3208
+,1535,2330,2896,2704,1582
+,3759,1491,1124,2589,3539
+,3297,1156,4116,2582,2986
+,2843,1966,3235,2462,1681
+,1252,4505,4585,1012,2780
+,3379,441,2041,2742,1163
+,1720,2663,2912,4921,1712
+,1737,1666,2427,1605,2105
+,4190,3413,173,884,2808
+,1479,4714,1498,3328,4286
+,3445,2038,2769,2965,4841
+,3472,2663,261,1893,2478
-,701,0,0,0,0
+,3442,939,4396,1877,631
+,3816,2209,3471,1684,3278
+,667,4270,564,1152,164
+,2779,753,1931,4524,1948
-,791,0,0,0,0
-,348,0,0,0,0
+,2378,4290,133,1771,647
+,4323,1036,173,970,1348
+,4176,3295,1174,2023,714
+,3530,2016,1122,4484,901
+,3734,4948,2925,2234,4541
+,1508,4645,1659,4060,179
+,258,545,4400,3045,592
+,2514,414,1437,1145,4858
+,85,4376,1650,2587,810
+,2000,2628,522,336,1779
+,3140,3938,4105,915,2784
+,3457,2775,3749,3285,3170
+,2349,2232,1276,1454,2597
+,1714,317,4300,2151,4250
+,4160,262,935,594,4497
+,1486,1863,2551,3246,3158
-,862,0,0,0,0
+,1763,968,82,2558,1184
+,3919,63,4058,3240,469
-,25,0,0,0,0
+,3990,3512,3677,1181,1187
+,4347,2803,3204,1588,3716
+,577,4265,1193,626,4149
+,3895,2494,3907,3895,1386
+,4757,1823,2896,4499,2092
+,4562,4935,1,3183,4200
+,2918,4285,22,1830,641
+,1971,1504,4960,1482,3474
+,1110,2531,3331,1443,819
+,3048,3654,3230,1430,1752
-,291,0,0,0,0
+,4771,3225,622,4273,1293
+,3496,1012,4323,373,2785
+,1186,729,1214,1023,3620
-,62,0,0,0,0
-,647,0,0,0,0
+,4198,2867,629,2010,262
+,3291,2766,1377,3580,768
+,1519,1030,4772,2089,3986
-,802,0,0,0,0
-,505,0,0,0,0
-,289,0,0,0,0
+,764,2553,2075,1011,4507
+,1317,2053,4331,3386,1146
+,4597,3565,1450,4626,4012
+,3867,4569,3054,512,4662
-,994,0,0,0,0
+,2882,528,742,3337,1284
+,609,4878,2293,4542,1554
+,4329,2834,4602,4935,3229
+,3860,497,4568,4089,2844
-,249,0,0,0,0
+,4235,3100,2120,3112,4910
+,2607,1397,3017,1077,1888
+,4835,3036,4404,2634,4522
+,3851,3701,1555,499,1782
+,797,2331,3052,2895,63
+,2472,3563,4834,315,4833
+,209,2216,2385,2715,2276
+,4783,244,2553,3240,4759
+,3214,1818,545,3890,4396
-,366,0,0,0,0
+,1320,4841,2913,1299,3079
+,1433,3616,4276,1247,230
+,176,644,4050,2028,1990
-,787,0,0,0,0
+,116,2605,2690,4665,1859
+,4429,3687,115,3846,1898
+,1834,1402,2987,1253,3664
+,2138,1603,2579,931,4201
+,2236,1347,3829,4582,4542
+,1709,4542,1207,160,1534
+,977,4919,1200,2439,1285
-,209,0,0,0,0
+,1368,2376,544,3585,3387
+,3865,2769,3106,3523,4491
+,4822,4609,1880,43,1467
+,1106,3016,4764,3406,3860
+,952,3543,692,889,1353
+,1533,4522,2078,4530,2347
+,220,1830,1420,2287,991
-,497,0,0,0,0
+,1096,1976,4534,3532,1871
+,2001,2467,4901,2586,1296
+,3476,4007,3389,3770,1599
+,1830,1948,4125,2785,4591
+,3162,4079,1502,1365,3480
+,373,4027,1192,581,2559
+,1893,2421,687,3739,1767
+,2642,969,1051,2069,2020
+,4034,935,32,2240,4985
+,376,3964,1764,2396,2669
+,754,4877,3856,2815,2447
+,4457,4056,2572,338,1120
+,2415,2773,4985,4396,967
+,4907,4331,1754,941,1378
+,2082,2811,4328,4220,3300
+,244,2130,1760,2563,2281
+,1884,1747,4320,3857,2485
+,1115,1830,2885,142,4262
+,4575,2744,2316,4909,3694
+,611,2211,4805,29,258
+,2922,4261,4885,2661,2501
+,374,2635,4358,2409,4561
+,441,3908,2060,3439,2921
+,1111,1195,3847,4095,1381
+,1983,1986,130,193,1358
+,1611,488,4707,66,3925
+,4272,3249,2396,1520,524
-,573,0,0,0,0
+,3695,3813,4028,1420,285
+,1546,1956,4685,1397,3310
+,2280,3877,35,2871,1675
-,514,0,0,0,0
+,2330,3489,3579,3608,2053
+,1631,2863,1600,1206,826
+,4220,1148,4034,3980,3367
+,3705,4486,3175,1735,2623
-,777,0,0,0,0
+,2597,379,4039,99,2071
+,1652,2014,3350,2439,2905
+,4936,451,100,4159,402
+,1308,3770,4641,1576,1637
+,1896,2380,3328,4956,3808
+,4608,4715,510,3376,1569
-,200,0,0,0,0
+,3791,2443,3163,4315,2639
+,1654,4087,2533,1531,4616
+,1500,3824,4322,404,2468
+,14,3773,4453,292,3072
+,1701,278,3920,4412,1650
+,1922,1360,473,4630,4688
+,4878,1260,2547,1128,3855
+,1512,194,1906,3961,4637
+,1761,3684,2060,909,1337
-,772,0,0,0,0
+,4887,2602,327,3565,3240
+,4557,2407,1025,3906,2366
+,1961,2659,1740,3683,1998
+,1423,1401,2903,723,1076
+,2722,4453,4896,3152,4810
+,633,1248,1182,224,4848
+,4834,468,775,1829,133
+,4334,3102,3124,610,2072
-,962,0,0,0,0
+,386,1163,2663,4442,2040
+,3552,3356,2446,1699,1716
-,117,0,0,0,0
+,2019,2240,3711,4685,577
+,3075,657,3983,4178,3525
-,344,0,0,0,0
+,321,4774,2950,3920,220
+,1075,4441,2958,3783,2406
+,4746,46,4588,2968,156
+,838,4916,1674,3979,3997
+,2710,3133,2353,2333,3133
+,2746,417,996,231,1264
+,3189,4281,370,4580,3574
+,2068,210,2289,2837,1560
+,4605,2355,293,4117,3461
+,422,3805,1987,119,3208
-,939,0,0,0,0
+,1545,1228,2249,2716,1015
+,189,4100,2557,1375,1558
+,2517,4199,2406,4301,2843
+,1316,2958,2011,2230,1242
+,1621,1409,950,4129,1633
+,2133,1717,307,2749,3248
+,701,2627,2677,1782,3314
+,3220,1751,3573,4325,3047
-,608,0,0,0,0
+,389,4508,3582,1894,1067
+,1438,2112,1259,3825,4225
+,2793,1332,1381,3750,473
+,2862,3543,2459,3392,2011
+,4337,869,4748,4440,4234
+,1013,50,4122,2615,3606
+,4101,1508,1712,2078,4884
+,1066,1271,1010,2724,50
+,3012,4365,4308,1124,2816
+,4903,4569,3734,1141,4896
+,3754,964,1013,4557,4714
-,160,0,0,0,0
+,2540,1089,1337,592,345
+,3655,175,2010,4868,2677
+,3595,1481,3762,4437,3406
-,894,0,0,0,0
+,2533,4558,3637,4743,892
+,3935,4910,4494,4440,3807
+,219,49,254,903,2066
+,2718,1942,2267,4557,3094
+,1792,3395,739,4916,4059
+,4981,1961,1518,3891,3729
+,3440,664,1249,2872,3518
+,4219,1143,1877,1933,2322
+,148,4418,1066,4066,723
+,4231,2172,2267,1414,1967
+,1910,3614,4507,2000,4191
+,126,4867,898,3159,3392
+,1542,1018,1285,4012,1611
+,4245,4767,2030,2930,383
+,3354,2363,4207,2786,3125
+,2504,1966,749,3917,3412
+,3642,4001,1503,4204,3328
+,3284,4121,4279,3085,2469
-,33,0,0,0,0
-,125,0,0,0,0
+,3556,4350,3858,3593,4836
+,2776,3727,3324,3731,160
+,240,3861,3252,4346,4758
-,623,0,0,0,0
+,2373,1763,1123,4881,2842
+,1389,3458,4133,3832,299
+,3181,3390,3986,3632,651
+,692,50,4369,4724,4817
-,81,0,0,0,0
-,276,0,0,0,0
+,2797,4702,2071,2160,858
+,1108,2380,601,4601,4710
+,3063,411,374,4253,2587
+,2149,3103,4801,3278,600
+,1165,4066,2830,4618,4543
-,611,0,0,0,0
+,161,854,2665,413,864
+,3610,1392,743,784,4835
+,3069,300,2305,69,1775
+,3074,1730,3869,4332,2374
+,3510,4863,1921,2632,4156
+,2925,22,569,1081,596
-,849,0,0,0,0
+,4162,4268,714,3760,2335
+,2740,642,2488,416,922
+,468,3225,1223,3044,2549
+,1716,118,2529,3675,4165
+,2313,3014,958,4911,3240
-,129,0,0,0,0
+,3146,1506,3460,3511,555
+,2104,237,3525,1071,3006
+,4331,2846,1163,913,954
+,1087,2765,3170,398,4115
-,492,0,0,0,0
+,3775,4579,2684,4332,3155
+,3788,383,1959,3220,409
+,1384,3155,1479,939,1587
-,432,0,0,0,0
+,4269,2376,1070,4590,3964
+,4666,2569,1722,2074,1321
-,929,0,0,0,0
+,2528,1303,4175,570,4564
+,1463,4469,2962,1919,2644
+,604,3861,2046,1367,2247
+,4524,2183,2722,34,4760
+,4550,1552,1028,657,3451
+,1432,4398,127,4849,1755
+,4425,3315,4867,4546,315
-,835,0,0,0,0
+,2094,35,4943,2346,4614
+,2055,3634,1973,3289,4461
+,2859,3870,3525,2820,604
+,748,3757,847,1248,1926
+,1048,4329,46,150,1289
+,527,4521,3233,4163,4725
+,3809,244,1278,3310,3780
+,4634,1503,864,647,79
+,3009,3706,4647,3964,284
+,2551,2350,4111,3867,2699
+,4407,19,459,1068,1080
+,4817,1693,1359,4518,4992
+,3426,4988,2385,3799,1142
+,4606,785,1888,99,3047
+,261,2536,1473,282,1614
+,3830,1352,3914,1275,3233
+,924,1453,2514,1745,687
+,1093,13,3318,1460,3142
-,271,0,0,0,0
+,2571,2504,4227,1225,3178
+,3526,3876,3130,4024,1835
+,4348,1378,716,2914,3639
+,3799,3383,1309,1990,4218
+,3278,2625,1603,4929,1131
+,4144,4786,969,4035,1993
+,3119,4537,3332,4905,4308
+,3999,3664,2589,749,402
+,4913,1586,2966,2277,2787
+,235,556,4386,1248,3895
-,505,0,0,0,0
-,493,0,0,0,0
+,4274,4311,3291,1993,1946
+,1887,325,1613,2712,3622
+,3627,47,1083,2621,31
+,3976,4803,3232,2789,3139
+,884,3655,3854,4907,275
+,4571,4286,3999,3889,623
+,2801,3709,2321,2346,3922
-,737,0,0,0,0
-,863,0,0,0,0
+,4388,2557,2665,1228,3056
+,1989,3183,453,183,4822
+,2471,4727,352,1052,3126
+,3394,2063,1937,1147,2733
+,4651,3066,4455,1466,984
-,578,0,0,0,0
-,307,0,0,0,0
+,1670,2410,2650,3930,955
+,1452,4468,1333,2442,3951
+,887,4248,1511,193,1071
-,652,0,0,0,0
+,2890,3540,1570,445,2507
-,950,0,0,0,0
-,111,0,0,0,0
-,90,0,0,0,0
+,4852,1371,737,4919,152
+,2581,1949,24,4078,3760
-,890,0,0,0,0
+,1841,2386,3628,2975,4239
+,4129,1040,4311,2382,2341
+,4303,4949,3420,1656,2257
+,3739,1824,1483,1969,4641
+,2545,1646,3573,101,2757
+,832,1882,1351,4514,3193
+,4476,4904,1994,596,727
+,3529,850,1987,2460,3251
+,4390,212,2803,535,3077
-,452,0,0,0,0
-,425,0,0,0,0
+,1189,2838,4821,185,3894
+,2045,2478,4426,1318,33
+,4411,1189,331,4615,3721
+,1666,200,3175,4192,89
-,769,0,0,0,0
+,2352,3958,2995,3782,389
+,3975,728,2103,400,3232
-,24,0,0,0,0
+,585,2969,1036,4792,3249
+,4664,2210,2160,3069,248
+,3245,1123,967,432,4499
-,964,0,0,0,0
-,95,0,0,0,0
-,549,0,0,0,0
+,4914,2083,1090,1723,4146
+,1333,1136,4120,1033,3995
-,186,0,0,0,0
+,3252,3648,1976,4566,1873
-,121,0,0,0,0
+,2303,2938,4888,746,4569
-,654,0,0,0,0
+,2728,1562,2964,122,3334
+,404,1613,4596,2115,3238
+,889,466,500,414,2083
-,675,0,0,0,0
+,4761,3148,3497,3558,103
+,171,3878,4300,4050,3350
-,201,0,0,0,0
+,4060,3332,4113,4633,726
+,1541,3132,148,3723,1016
+,2501,2540,102,2522,2562
+,4611,3776,3246,4367,3960
+,177,2020,4092,3579,1417
+,3109,2192,2670,1014,4833
+,906,1340,3607,2455,2633
+,3678,674,921,104,1738
+,3702,1348,3412,2152,2929
+,3600,1999,1236,4984,2488
+,3229,1910,1175,1452,3445
-,114,0,0,0,0
+,1928,142,4223,2060,4142
+,1784,973,4690,35,3653
-,628,0,0,0,0
+,4925,1956,286,3643,3624
+,4882,3148,2484,2527,4877
+,4372,2848,3433,4753,944
-,590,0,0,0,0
+,3952,4086,2875,2267,4294
+,2917,21,2557,605,3828
+,3147,1808,3783,2206,4233
+,71,2384,2553,3159,1747
+,1510,263,682,4015,2227
+,323,4570,904,4599,4265
+,824,628,2329,1597,4891
-,579,0,0,0,0
-,40,0,0,0,0
+,665,2347,4977,1972,2380
+,1781,3204,961,3291,2694
+,2975,7,2897,2298,4075
+,3018,3475,3580,3953,1772
+,2775,599,2720,4308,1871
+,27,2706,1014,1449,4505
+,3003,3241,3819,1796,3006
+,871,682,977,4204,3732
-,378,0,0,0,0
+,1993,3551,2517,4242,2255
+,1044,2027,197,2498,558
+,3006,4571,912,1815,1488
+,1735,4041,766,3271,2166
+,3877,2773,3218,3280,4677
+,707,993,3706,1112,4052
+,2259,3490,44,2797,1783
+,158,3004,4825,1129,4477
+,2727,2288,3585,2214,3619
+,2145,2495,4804,3308,4695
+,2626,1393,1726,4659,3162
+,632,2394,1058,3184,297
+,4047,2059,3320,942,4241
+,430,4769,3067,175,1300
+,4007,4579,1004,4169,2494
+,2006,1255,4287,808,1081
+,3612,1163,532,2783,543
+,4025,4593,4326,781,4342
+,3324,2096,2909,3539,2562
-,798,0,0,0,0
-,812,0,0,0,0
+,2143,1295,3364,2742,917
+,3684,4776,1910,4877,4233
+,4379,4453,4992,1718,709
+,417,4514,2943,2608,1101
+,1313,707,1598,3061,4065
+,3582,1806,3999,281,638
+,4810,4135,3293,1287,259
+,3639,4081,176,2972,2481
+,2711,4254,809,3713,3660
+,1717,883,3275,3788,1908
+,4205,2938,3113,485,1465
+,2683,2125,3133,438,4338
+,1988,1239,669,2984,3231
+,231,3477,3669,1367,3882
+,3227,3997,4302,2358,2591
+,2302,2781,4365,3235,4889
+,3167,3052,3438,1662,3777
+,4514,2239,2651,749,4194
-,422,0,0,0,0
+,2938,1112,566,2469,3609
+,533,2511,3697,1468,680
+,332,2508,3386,3020,1264
+,3395,3300,4054,1355,3686
+,1281,1814,4050,3121,3612
+,4401,1579,1260,1289,4711
+,1477,55,316,4999,2485
-,951,0,0,0,0
+,1033,4459,13,234,1874
+,170,2757,4730,2135,4378
+,3059,119,2375,4135,61
+,486,1311,1605,3326,1964
+,2880,2413,2453,713,491
+,2527,1017,4309,2911,1253
+,4318,506,2105,1007,2549
+,1978,2584,4971,2419,4926
+,1551,369,1060,2337,4817
+,1632,3426,1896,3854,1637
+,4610,1507,2805,2016,2916
+,4788,2319,436,2231,1289
-,598,0,0,0,0
+,4901,2039,2790,2579,4517
+,2534,4240,4755,342,1601
+,2438,1647,2554,2335,642
+,730,1047,1349,4411,491
+,783,2404,879,4196,988
+,2333,4001,4430,3643,3138
-,954,0,0,0,0
+,3306,2608,4579,3363,2675
+,1095,3000,446,1519,4055
+,3852,4956,2369,4612,3698
+,549,449,4909,1804,348
-,636,0,0,0,0
+,3936,126,1814,2748,4034
+,3367,3521,3683,3399,347
+,345,1978,4661,1373,1620
+,4232,4719,1970,2916,4723
+,4909,1161,1447,112,3964
+,3743,1,765,2194,2105
+,4989,1573,2448,4979,1829
+,3441,5000,1163,4398,855
-,901,0,0,0,0
+,3861,3384,4904,3883,1757
+,476,2814,53,140,3849
+,3807,4748,4191,4029,22
-,332,0,0,0,0
-,86,0,0,0,0
+,3541,802,2238,2616,636
+,1167,633,4334,4570,2614
+,3333,2690,2567,1917,2987
-,604,0,0,0,0
+,1471,3592,307,741,1584
-,703,0,0,0,0
+,2655,1357,649,4369,3810
+,4592,4727,3379,3023,309
+,3849,4880,1901,1458,4544
-,237,0,0,0,0
+,3478,1021,2473,3558,3318
+,4897,3044,1601,3192,816
-,254,0,0,0,0
+,649,2828,288,3068,110
-,745,0,0,0,0
+,1399,3490,2717,1354,2834
+,398,643,3369,805,1088
+,819,2337,2595,3989,4545
+,750,2077,2450,2952,4574
+,1128,2475,1406,4403,3280
+,1817,4259,4168,1257,2125
+,4294,4297,4513,2383,165
+,1478,3982,4629,281,4661
+,1916,551,275,3338,597
+,3435,4006,4105,2232,3962
+,4842,2899,1066,4066,1849
+,573,1210,2253,2628,3586
+,1520,3119,1913,3189,2406
+,378,4477,2108,726,38
+,2047,3010,982,3869,4782
+,1696,3062,3442,3102,1021
+,2921,2872,2419,1862,565
-,219,0,0,0,0
+,3813,3126,3800,4733,2928
+,3462,2482,4717,1607,3218
-,226,0,0,0,0
+,4263,3129,343,348,2155
+,333,2672,790,3712,1987
+,3944,653,565,3889,3226
+,1795,4460,4045,4398,1716
+,1945,3946,1447,3941,4828
+,120,3676,3035,2674,520
+,4308,2244,3038,3905,764
+,4418,2318,2643,1888,1815
+,2645,55,69,105,3797
+,3498,3022,3378,4235,4035
-,51,0,0,0,0
-,783,0,0,0,0
+,3618,2578,3697,989,2291
+,2171,1507,2879,3841,548
+,444,3391,4489,1363,2889
-,343,0,0,0,0
+,2414,1605,1965,875,3353
+,51,2810,1022,1068,4121
+,2310,3039,4203,2048,3806
-,818,0,0,0,0
+,3767,1708,4715,4902,4081
-,308,0,0,0,0
+,4140,4214,4163,3402,3724
+,555,218,1216,2030,3215
+,4999,923,2473,3371,2836
+,155,1779,4855,3436,2425
+,4413,848,1288,3890,4640
+,803,1550,2588,4576,468
-,923,0,0,0,0
+,4400,41,3411,3266,1324
+,2346,4298,3229,1541,365
+,3719,3100,4625,396,2188
+,434,459,1151,4505,2122
+,1613,4269,1516,1061,4805
+,2260,2714,3227,2974,3933
+,3512,1328,1294,3501,954
+,4477,1038,2974,3316,4406
+,4061,1657,1392,4193,1727
+,3357,2865,4378,2020,4506
+,2518,3674,962,3052,1002
+,410,431,1135,132,4196
+,4050,3631,3713,1492,2890
-,503,0,0,0,0
+,3152,2986,3371,3718,45
-,752,0,0,0,0
-,590,0,0,0,0
-,348,0,0,0,0
+,999,1392,898,1171,3042
+,4142,1477,594,525,1795
