OP,A1,A2,A3,A4,A5
+,8982,8722,7268,8273,8779
+,5481,8062,6757,2172,927
+,1539,9332,3724,92,1441
+,8034,5414,5345,9952,2800
-,734,0,0,0,0
-,948,0,0,0,0
+,2389,5521,8304,1110,154
+,461,9692,8123,2744,712
+,6398,3029,5395,6375,731
+,3066,5653,4550,118,5363
+,4357,3856,7920,6154,7903
+,8350,9477,5671,9400,1073
+,2969,5043,7573,7027,524
+,4919,1189,7149,7796,1521
+,3704,3019,2857,8252,5017
+,6098,3704,3872,475,4627
+,5798,1232,9380,1497,1887
+,8623,5471,5445,8056,8224
+,9070,2391,164,5298,3370
+,2675,2810,4141,9024,8699
+,7931,2073,1308,559,4812
+,5249,1269,7755,8132,2137
+,7884,6702,9077,6646,8040
+,9378,6117,2270,7392,5712
+,3191,5032,2363,7770,2923
+,9731,2300,6974,3562,482
+,2882,74,6683,1312,9291
+,9688,7537,4255,2820,8672
+,6721,6783,2561,1269,2362
+,2012,3555,7760,5906,5406
+,857,5415,7823,5801,4207
+,7394,8204,5442,4191,1305
+,3294,1654,9036,333,350
+,4984,7822,4,2941,1616
+,8171,2350,5638,9613,5045
+,6204,4488,6341,1601,8455
+,2322,9073,5718,3065,1742
+,440,4635,6090,1642,4015
+,3272,4991,231,4681,1862
+,4310,6231,1719,2744,9626
+,2248,7685,3231,9336,2086
+,2377,1891,6539,6506,8872
+,1709,3445,7173,7022,3568
+,1434,8570,9545,3653,988
+,4668,845,2637,6155,5304
+,9351,3263,5015,4758,5449
+,1585,3668,7151,926,8879
+,2920,3568,3748,9894,1721
+,6942,4110,3413,9620,4285
+,465,5954,7228,4539,7714
+,7918,3585,7591,843,1322
+,8548,575,3780,4773,750
+,5186,7148,6911,9662,9553
+,3165,8562,7304,2178,2662
+,1716,3778,8691,8999,8969
+,9740,4738,356,8498,674
+,9195,786,4400,9675,9170
+,8135,2109,6639,8552,312
+,9924,2215,6075,7413,6625
+,2997,415,728,2163,7285
-,701,0,0,0,0
+,1405,6405,5392,7795,4780
+,5018,9067,1648,4147,7822
+,2934,5843,5702,1124,6292
+,3081,5678,761,4349,9589
+,9144,6307,3796,4961,7870
+,1562,4025,2405,8797,5212
+,2805,8575,9620,2078,6131
+,6325,3143,5484,3694,3323
+,8730,8276,6029,6726,7233
+,4306,8169,9937,7645,6902
+,1266,9800,5405,4325,351
+,5141,8365,5945,8622,683
+,6137,2618,2558,7566,7110
+,1851,8066,9717,8638,2760
+,5868,2963,9212,3584,5705
-,509,0,0,0,0
+,909,3555,1027,4927,6835
+,8819,7210,3878,56,9067
+,3375,1743,1415,6072,7539
+,3033,8258,4923,8453,3051
+,40,9302,7239,4241,7027
+,3474,8129,4758,8505,5819
+,6289,7819,2849,3419,3845
+,6658,7720,3871,2874,5471
+,4284,1337,2886,2727,7604
+,4575,1551,7253,2481,7814
+,3716,974,7534,8642,4272
+,8690,389,201,1013,3767
-,687,0,0,0,0
+,4112,9114,7632,5936,7274
+,6313,3147,818,9080,4344
+,5020,9334,819,2868,8345
+,69,3091,6312,6637,6128
+,8622,819,1395,1250,8552
+,504,4275,9826,5176,3134
+,8010,9542,5090,2714,6951
-,674,0,0,0,0
+,5044,8174,4502,7378,6167
+,152,178,1481,6794,3319
+,3721,9475,6082,9144,2312
+,8144,3546,3129,4868,7704
+,6563,3928,6188,9057,3565
+,8074,5694,2723,3440,9393
+,8748,7135,9170,7520,5493
+,2268,9318,3576,9395,8002
+,6675,5826,9290,1927,7489
+,5067,1342,9342,5950,8190
+,8012,6898,814,8938,5370
+,4663,667,4152,5180,8802
+,2893,5184,1265,721,6648
+,6305,184,2326,5096,6868
+,4398,364,7232,9629,2973
+,4690,8411,4522,5612,5498
-,521,0,0,0,0
+,1354,4356,9367,7096,7041
+,2687,4867,2076,8566,5507
+,5717,9601,8920,6166,5322
-,327,0,0,0,0
+,1607,8301,7350,8779,8730
+,5630,3399,8064,50,8805
+,9987,1695,2945,3985,1860
+,2551,5617,654,39,7789
+,2896,4306,9050,4149,9562
+,74,4135,4430,7440,5835
+,6611,4131,6434,4106,4956
+,9459,9050,9336,1630,7535
+,2356,6246,9297,3827,1366
+,9130,4302,8428,4459,7427
+,2432,6723,3193,5293,6061
+,239,9234,4071,1395,8327
+,1178,7719,9342,4564,680
+,1699,5350,9199,4638,5385
+,6742,7717,5748,4753,8869
+,1171,936,3842,4100,681
+,4381,4181,8659,8183,7907
+,4972,6221,2060,5699,3022
+,6571,1381,341,5047,9050
+,2917,7379,6788,6010,6888
+,3642,5510,8556,4282,32
+,3486,4456,267,540,8428
-,322,0,0,0,0
+,147,7179,1107,4648,48
+,5177,7831,1566,7469,9206
+,5096,700,7457,9626,1344
+,2513,8368,9500,4644,8105
+,6744,3049,2250,3513,5049
+,6121,4685,229,955,5131
+,8017,4819,7931,3834,8113
+,8219,3314,2960,5512,9817
+,3484,6799,9805,6653,8714
+,1641,6097,78,1466,4482
+,1370,4223,6086,6131,9105
+,3247,3502,4594,8688,9173
+,5870,5629,3042,4112,8145
+,2618,6635,3224,5671,4402
+,711,4788,3043,3102,9520
-,46,0,0,0,0
-,747,0,0,0,0
+,7380,9068,8879,5413,2841
+,8117,3226,996,9581,583
+,9268,6768,9781,6272,1381
+,9525,3684,9722,4105,3118
+,8596,8114,5446,9518,9417
+,699,6866,5775,6252,9643
+,5230,6740,7737,7684,6204
+,3585,6063,3070,1617,2498
+,4218,6454,4839,9735,3160
+,1265,1409,7670,8867,4827
+,4114,2001,3679,9115,3573
+,7068,9042,862,2988,5869
+,5805,803,7882,487,4991
+,3737,1021,5665,2645,8366
+,989,2128,3256,6530,7664
+,1874,967,1760,8113,6791
+,3036,4142,9119,465,4064
+,8584,6061,3200,1492,9971
+,9872,326,6960,5154,5020
+,2867,5142,632,7749,5097
+,7023,8584,4385,4947,6127
+,5831,7259,5339,4595,9143
+,4391,8029,5371,7866,9692
+,1676,7913,5332,5076,4148
+,2179,5870,3346,9715,1016
+,396,2194,7331,2898,1936
+,7008,2497,1860,8475,8709
+,2809,7810,4735,3759,6355
+,7381,3978,8452,6967,1441
+,4814,9061,3707,489,9305
+,7407,1878,8854,1246,9719
+,9696,6196,6147,6375,5760
+,8574,6111,924,3398,4690
+,3988,9298,4089,1416,8147
+,2220,4636,7424,8757,1213
+,651,660,8085,4029,4539
+,3724,77,2445,8231,8350
+,6631,2933,706,1683,6986
+,8717,6024,46,5560,5545
-,338,0,0,0,0
+,9318,9225,1504,1994,5368
+,7150,2296,321,8335,9891
+,8630,4901,4408,9210,1834
+,9209,2958,9051,9724,5725
+,5707,1085,2765,2345,6483
+,9212,7617,1618,8297,7732
+,1725,8061,8284,4829,6461
+,1509,2272,5574,8292,2851
+,497,9562,6067,1131,7240
+,3425,3655,4023,3080,4116
-,18,0,0,0,0
+,6013,3749,8414,4805,773
+,6466,7051,2365,1533,5262
+,4902,8069,1648,2893,1051
+,6192,8790,126,546,3327
+,7580,9352,9426,5369,2243
+,6263,591,4555,8005,5768
+,1081,1421,1613,9664,8693
+,8660,3759,9851,7603,1384
+,9271,4577,4719,4737,9135
+,7393,4925,9620,4098,9578
+,5938,3216,4807,4894,4421
+,4595,3642,3371,389,6467
+,6167,9582,2061,6932,513
+,1029,6690,4608,5983,7653
+,8279,616,7466,4687,2026
+,907,2481,251,9509,6064
+,3826,1468,7821,5844,948
+,1478,3810,3837,3863,7285
+,2286,7060,6077,6302,9412
+,5285,324,9506,1105,9933
+,9986,521,5322,3154,8684
+,6213,585,4239,9646,2028
-,849,0,0,0,0
+,976,6198,4267,3459,9051
+,4166,5830,9183,9847,4350
+,8461,5017,8072,7126,9578
+,3336,6267,9139,9554,4907
+,8648,9215,5491,5514,8329
+,1558,3774,8122,8234,7904
+,7615,1292,1712,5605,2935
+,564,705,7937,616,5912
+,3509,1387,5958,6921,7854
+,8775,8927,3103,5890,8252
+,5128,3701,1208,7097,1100
+,7279,9058,6208,1508,4180
+,4906,4634,4268,4313,5378
+,7065,910,9373,4411,6623
+,3121,1038,2957,4840,4523
+,1559,4172,7872,668,1399
+,1013,2187,2674,9375,9418
+,2825,4883,174,7364,5425
+,1839,946,4459,5986,2108
+,6641,7169,3440,7379,3512
+,7790,8814,9355,6009,3424
+,8818,4893,7357,7286,9347
+,6267,8594,1496,4038,5639
+,1953,1076,3189,3993,6540
+,694,6760,2176,6035,6704
+,8723,5176,9295,6855,9348
-,444,0,0,0,0
+,6986,8357,8233,7587,7468
+,5521,3495,9276,7853,9918
+,597,7864,7794,3980,2485
+,3505,4125,7941,8273,6526
+,6315,3264,5675,4579,8478
+,5864,4214,6075,6466,1424
+,9339,1123,253,3196,5834
+,8612,9571,8651,6143,4861
+,5970,7846,916,6631,819
+,8090,3933,7134,3402,4304
-,687,0,0,0,0
+,7780,1904,2533,2961,6095
+,2584,4855,7747,3631,7434
+,7503,9543,8404,1197,485
+,4869,6506,2346,8447,6134
+,1098,6815,1186,1947,5137
+,6120,635,2460,8488,3900
+,7600,8502,7988,6246,7660
+,5256,8757,9431,5303,4487
+,2593,2484,5504,9293,419
+,9544,4327,8932,3345,982
+,3374,3751,8041,6022,5053
-,169,0,0,0,0
+,2942,4768,2961,1465,9288
+,9889,5529,4621,3550,9618
+,2331,1261,3255,2852,4142
-,55,0,0,0,0
+,1775,2929,7823,800,5804
+,1615,5888,1053,2107,295
+,4875,3408,9799,8783,2785
+,2665,5191,3010,9327,9508
+,5263,667,1489,3513,7774
+,9429,34,1298,3661,8034
+,5149,9557,9293,6801,3012
+,6724,6044,8853,4907,3830
+,4571,4449,7148,7516,5668
+,7437,930,2476,3530,8372
+,1973,1572,8540,8571,7837
+,5589,5090,4026,7214,5685
-,310,0,0,0,0
+,6265,821,7170,831,132
-,915,0,0,0,0
-,766,0,0,0,0
+,5262,4206,6145,1489,4299
+,1466,3796,4902,5444,2671
+,6247,3954,4027,1146,6754
+,4911,8561,7014,7177,9824
+,158,978,6364,5118,5327
+,1524,8899,4926,7951,9829
+,8193,7831,4891,5672,1845
+,4698,3326,270,6766,531
+,1584,3011,3938,2900,6311
+,9259,8584,3691,7986,5969
+,580,5191,5331,2784,1124
+,7208,8036,4053,2413,1668
+,8789,4556,3512,3579,3544
+,9064,8115,4514,7490,8992
+,9253,5417,5094,4463,9554
+,2128,9596,9844,3986,8769
+,5387,2323,7391,1803,7162
+,5949,4186,249,9420,83
+,1755,8725,1718,290,5581
+,2273,155,4297,8035,7752
+,6222,9825,7705,3563,1292
+,8379,709,5082,7427,147
+,6464,3406,2721,671,4640
+,4722,9981,9397,8387,9090
+,1386,7444,7375,8208,259
+,4097,7787,4733,8241,2431
-,380,0,0,0,0
+,3092,2875,3847,4752,6089
+,9264,5736,8647,7673,1484
+,3539,1141,4906,2040,95
+,2127,667,1377,2852,428
+,7936,9160,4377,3998,2412
+,8433,2229,8966,823,5625
+,8810,6816,8530,4560,1957
+,3923,8793,6871,5803,591
+,2876,2288,6492,8185,8775
+,2603,8867,6382,1587,3366
+,1049,5754,744,6791,5560
-,581,0,0,0,0
+,7832,7897,9152,2279,8256
+,28,1857,8581,6332,1219
+,1152,2837,1376,8844,7863
+,8577,4477,2036,4347,6809
+,7417,143,8166,6904,3121
+,133,9872,7895,5397,4396
+,683,8145,4994,7623,84
+,6922,9952,2187,3317,270
+,341,7813,8156,2743,7273
+,3383,1735,5909,1878,6674
+,208,154,2219,9580,4326
+,7104,2203,6160,4315,8596
+,3237,9710,6791,4027,1064
+,2163,5933,2273,6727,4266
+,6053,6873,4771,2252,9828
+,2852,8432,8976,7330,7773
+,7022,7400,9677,9501,6428
-,484,0,0,0,0
-,97,0,0,0,0
+,6050,4152,4975,5577,5317
-,4,0,0,0,0
+,6410,3144,6757,8395,2792
-,802,0,0,0,0
+,5687,3881,5764,3911,208
+,1998,9170,1119,9853,1481
+,2379,5998,7141,9455,2318
+,8647,7770,2466,1923,9118
+,5652,3044,2501,6213,2334
+,529,8590,6031,7089,9928
+,2336,4813,45,8875,9703
-,744,0,0,0,0
-,224,0,0,0,0
-,424,0,0,0,0
+,4932,2657,3250,1558,4437
+,5838,1170,6767,6145,3970
-,560,0,0,0,0
+,926,5600,2977,4818,1986
+,1015,9780,2544,8834,8888
-,287,0,0,0,0
+,7412,1625,6509,6906,982
-,993,0,0,0,0
+,7247,3736,1878,3880,650
+,5212,3564,4316,2887,7558
+,2748,5900,6961,1609,3473
+,8297,3301,1956,9073,8203
+,6077,2672,2444,8583,689
+,2372,8429,2837,6907,2274
+,8402,3790,8951,1420,4735
+,5510,5740,3752,8614,6998
+,3488,6802,7761,5182,6023
+,4382,7306,9981,721,8270
-,633,0,0,0,0
+,7413,8008,2095,5122,9056
+,9476,6092,7601,2150,9178
+,7443,9373,4005,688,2076
+,2922,9702,9781,4771,8604
+,8242,784,758,9237,1937
+,635,6398,0,7964,5225
+,7606,3928,7459,5799,1060
+,8575,7808,1531,9923,9684
+,1402,4608,19,2991,6776
+,6014,5502,6523,5318,5802
+,3467,3404,8126,1291,6572
+,4938,2748,4508,9498,8866
+,2294,4725,246,2225,6214
+,4883,6212,3103,71,4559
+,7951,4912,3533,8466,7591
+,2139,2362,5365,9088,4588
+,1465,3602,8935,8738,6396
+,7105,5355,2065,4252,4812
+,4842,491,9165,7339,2837
+,7746,1998,8401,8957,1732
+,1834,6201,4307,2269,3128
-,893,0,0,0,0
+,2824,3155,2307,5102,2817
+,3065,6079,7672,4735,1174
-,42,0,0,0,0
+,6610,4388,8884,3976,8706
+,5551,5228,5307,2968,1526
+,5745,3996,6330,4500,4952
+,2654,7653,3445,6231,2717
+,9549,272,5310,2348,7666
+,6786,4022,1730,3225,7653
+,544,7554,449,8016,2023
+,7243,8687,6628,54,9043
+,807,6130,5881,1154,740
+,2964,5720,5176,5027,2407
+,917,6037,1048,8519,4674
+,7853,5539,5971,3622,8754
+,7140,8652,5539,7777,7953
+,4791,2465,7113,4753,9928
+,6230,1505,1681,9427,2130
+,9503,8207,7377,7845,647
+,8642,3656,5234,9145,2441
+,6542,8236,628,5674,2035
+,191,8989,1067,3089,485
+,6227,8340,3898,9526,7203
+,9297,7319,3591,9055,8037
+,616,3858,8611,3749,8152
+,8026,8374,7738,240,2545
+,1406,6781,6993,9352,9166
+,8719,2132,3957,7328,9547
+,7126,5151,2956,2934,671
+,6419,4898,5436,6308,1050
+,9403,9431,4156,4267,9590
+,6380,9982,4044,6763,3962
+,2650,4979,4650,4360,1874
+,990,5572,8747,3707,6800
+,6160,8877,7180,2343,4810
+,2295,8034,2129,4128,1
+,275,4747,6416,4735,2346
+,9508,2895,9631,5070,1372
+,747,3357,6509,6767,649
+,3105,330,9030,2609,1733
+,211,2792,5901,3441,918
+,5903,4119,6171,13,3378
+,5172,8588,9345,3449,9629
+,3300,2250,6476,7473,7411
+,1751,6214,817,7883,1063
+,8743,2676,2408,6017,3465
+,3610,7584,8687,5128,8628
+,6414,2368,3127,5168,5812
-,532,0,0,0,0
+,4315,2501,1267,954,4048
+,7579,5449,7993,341,9411
-,80,0,0,0,0
+,2285,7084,2188,9077,7774
+,2057,1959,4780,7537,5530
+,1253,6478,5487,5812,1072
+,8325,3979,873,664,7940
+,2777,6532,6096,6188,5257
+,6535,3633,27,4307,8255
+,5440,8009,1085,1694,911
+,2487,9631,1523,2419,5015
+,76,8089,2484,5737,2948
+,1502,9560,428,5304,295
+,122,1376,2976,55,451
+,3427,5324,1579,3710,883
+,6902,8547,7765,6727,4352
+,5855,8652,6929,5359,1866
+,6987,705,7286,7913,8987
+,6055,6458,5910,916,6532
-,383,0,0,0,0
+,534,4476,5716,4653,3083
+,1447,6698,3989,6029,9004
+,8952,2379,9823,9990,4426
+,5956,6070,1473,4236,5647
+,7629,9609,4229,1796,2966
+,6080,4304,937,6763,6551
+,1006,4127,412,5558,9256
+,8221,4266,2456,9050,5670
+,1666,827,1334,1208,9169
+,3912,685,9432,3654,6304
+,106,4487,2721,9649,3921
+,5849,2441,1244,8965,6938
+,6685,3969,8127,7929,3039
-,242,0,0,0,0
+,2771,9580,9113,2681,4935
+,8903,2829,1639,5647,4175
+,9481,8052,6576,1843,7225
+,3169,2680,3434,5553,2923
+,8047,3974,4267,587,2010
+,9395,444,6850,6662,2967
+,6373,8809,3396,4817,572
+,9169,5741,252,8292,2601
-,300,0,0,0,0
+,397,5007,3101,2501,3796
+,3370,6298,4331,3334,5109
+,338,6353,1823,112,4776
+,795,7061,6370,8117,902
-,516,0,0,0,0
+,9559,4438,2108,7127,5625
+,1321,2156,9857,366,3098
+,9732,4385,4026,5156,1227
-,324,0,0,0,0
+,6477,3263,6704,2290,440
+,351,6666,588,1514,7920
-,427,0,0,0,0
+,8659,6224,5898,7922,4664
+,4487,3298,8893,7458,7303
+,3978,6990,2920,5110,7194
+,5456,965,9249,8376,4419
+,1545,2310,9471,2319,3660
+,3287,9992,6972,1138,9847
+,7875,2122,2396,8802,9145
+,876,2711,8243,5775,588
+,7636,4015,6972,349,2327
+,32,1158,6444,4038,7363
+,5458,356,4918,373,1179
+,2802,292,7127,154,9027
+,4738,585,9829,2132,1481
+,8656,2812,7155,5172,5450
+,5943,8718,8714,3583,582
+,1500,2247,747,474,2346
+,4046,2876,9136,1118,544
+,8014,2528,4218,3215,3742
-,977,0,0,0,0
+,3554,5398,1712,3935,8475
+,6815,9364,3566,4106,6222
+,4853,4311,533,792,570
-,27,0,0,0,0
+,7,909,5998,1261,3157
+,7741,5017,2901,356,5103
+,958,1160,2705,2850,7067
-,654,0,0,0,0
+,9848,959,6975,2515,7169
+,4272,9977,478,1161,4214
+,3013,4817,6460,6172,7360
+,399,2265,4861,7838,102
-,212,0,0,0,0
+,1780,7649,9771,9104,3881
+,5441,8220,4583,4452,305
+,8609,4933,5954,3091,9439
+,7946,1779,2946,3582,1923
+,9756,8664,3945,4217,5505
+,6339,9349,3668,9952,7713
+,7069,2987,9530,8774,955
+,8335,9960,1783,3965,403
+,3274,3936,5665,7814,333
+,3249,4428,1013,1917,789
+,5509,6907,1967,1230,4469
-,707,0,0,0,0
+,2452,4505,8102,6639,3618
+,607,6074,2377,9710,7474
+,8382,4115,7991,8151,9385
+,5693,9499,5396,59,495
+,5062,7722,5383,653,8459
+,6063,4262,5806,2172,218
+,5937,4886,6934,6974,8484
+,5042,170,7467,8411,7684
+,3956,3067,8931,7466,8029
+,25,7337,6432,674,6193
+,1040,4083,2548,8583,5706
-,457,0,0,0,0
+,734,232,2049,5070,1981
+,5659,4667,7844,3758,8920
+,1144,294,3807,9520,7002
+,4657,435,4336,9931,5047
+,1107,6613,7968,6610,5666
+,8305,7785,6727,9885,9900
+,1818,7782,1897,9380,9463
+,1635,850,7727,8709,5600
+,3889,8576,8832,7944,1890
+,2404,7543,9320,8547,3029
+,8288,5398,5095,7829,8329
+,7534,6619,6098,5929,2445
+,1269,8967,3419,734,1721
+,8281,90,6535,7920,9031
+,6219,9043,4915,3874,431
-,485,0,0,0,0
+,8068,5403,5156,8746,8736
+,7461,3456,9442,7775,514
+,5935,4971,1053,5567,4190
+,1088,152,7152,3769,1828
+,2721,9987,9864,5212,9463
+,3718,4388,3739,7523,3000
+,2016,8279,89,8216,2757
+,97,1652,920,2854,2187
+,1769,8273,7919,6751,8684
-,965,0,0,0,0
+,4158,7929,7605,8046,86
+,8585,2780,7446,9796,8456
+,8638,1080,8862,1508,4314
+,6606,4458,4382,8847,7979
+,7732,848,2159,9980,9977
+,6190,423,57,1629,4667
+,8463,9082,479,9965,3186
+,3496,9406,6902,7343,995
+,1517,6543,8196,927,8478
+,8016,8870,7981,799,1146
+,7210,9974,1324,1793,5919
+,9780,2220,904,5651,2049
+,3691,3981,1786,5747,868
+,2759,3442,1184,5013,1673
+,8138,8268,1929,8183,7932
-,707,0,0,0,0
+,8800,5423,5312,9526,9311
+,8071,6068,7702,3647,6584
+,8252,9939,6879,6186,5060
-,962,0,0,0,0
+,4963,5195,5010,3770,1913
+,8783,1332,8561,9908,3118
+,1215,7040,17,5152,3738
+,7745,1905,3225,5070,3301
+,556,1017,9914,5869,9876
+,772,7273,6208,149,5802
+,6643,6616,5989,9597,4090
+,5334,4680,647,424,8471
+,5540,5170,9306,2009,5943
+,9166,3551,9810,8946,7103
-,916,0,0,0,0
+,550,6790,327,4322,7296
+,3152,2799,9462,994,8767
+,5374,2448,2905,2166,4690
+,3772,1790,3912,1331,9661
+,1214,3869,5801,5814,9899
+,5508,5480,5288,5422,4226
+,9102,2437,2429,7876,5249
+,9994,4827,3567,4770,9469
+,8846,2922,9025,2303,1119
+,9080,2713,886,5810,1332
+,4473,1282,7072,2178,3041
+,6988,7861,4104,420,421
+,9639,1730,7042,4912,1287
+,3545,997,3945,8691,5324
+,9842,5591,5504,7321,483
+,2276,3772,5045,3303,1874
+,6536,4616,7198,3407,7991
+,3794,7778,7822,5585,4973
+,9939,2348,9014,4534,22
+,7029,3681,7878,4563,5575
+,2339,6162,9393,8016,5451
+,2996,4385,6700,1048,6342
+,8315,7266,4597,997,7068
+,2872,4876,5131,720,8444
+,3099,1266,3265,56,72
+,4346,2248,8307,1350,7436
+,9332,6668,1216,2233,5476
+,8976,8885,761,9379,4302
+,8607,8931,3395,8594,1825
+,1031,6534,2732,1456,3243
+,7218,4732,5042,3666,3859
+,1564,8477,8845,6200,2670
+,9112,5351,2882,8624,7440
+,999,4470,4892,5957,6010
+,7281,3076,6438,648,4835
+,8936,1444,7187,2274,9467
+,9266,8183,2183,7556,9930
+,753,3786,1199,1058,1526
-,408,0,0,0,0
+,9870,2179,5463,7711,1037
+,2798,6931,6753,836,955
-,151,0,0,0,0
+,264,8149,5186,1664,6893
+,1783,8895,7251,5785,4488
+,4648,8312,4573,4357,4911
+,1001,4059,9825,8107,5522
+,9394,3036,4786,2206,3053
+,4332,4236,3958,7528,5904
+,7651,954,264,9478,969
+,9250,2368,3908,5879,2704
+,3088,2647,3283,7253,2350
+,355,9849,3256,7977,4134
+,4386,7010,115,9716,3642
+,980,2358,9423,9,3380
+,340,8766,3720,8753,8942
+,4565,466,7835,5003,7918
+,248,1797,2004,1698,4393
+,4612,3456,4749,6698,9386
+,1812,1301,9838,5025,6093
+,2853,7569,4324,3569,9249
+,196,1087,3309,920,7787
+,3864,9269,2272,6648,7205
+,7054,2426,9426,902,7394
+,1859,8297,8635,1957,8103
-,412,0,0,0,0
+,6974,5969,209,2931,9124
+,4314,1126,3066,8486,4063
+,8985,381,7753,4403,1205
+,9644,1736,7906,5949,2861
+,2747,9347,3640,6803,7159
+,7097,90,5302,5967,4708
+,3487,9313,5861,7880,616
+,5960,1028,1327,5098,8574
+,774,3221,7653,3106,5254
+,9783,5545,7701,8743,9208
+,1625,6097,5394,8591,1754
+,1211,7179,811,5363,520
+,7758,8411,7757,6573,6886
+,8028,3999,7085,6854,1880
+,3059,8766,77,6542,6176
+,3111,4677,5030,7324,9548
+,2266,1580,3717,9901,6419
+,675,3316,5820,8780,6481
+,3948,9246,5109,4400,418
+,4065,3960,1440,8480,9510
+,5495,4339,3815,3119,4352
+,3015,2460,6616,3360,2055
+,5512,1500,1773,6661,4732
+,6739,1403,9976,1646,7849
+,6646,8648,9223,85,3091
+,9574,7260,659,3225,1661
+,5899,5682,9175,7494,31
+,9220,1895,4533,7849,145
+,7359,775,3262,9616,4564
+,2761,2670,2328,1673,5454
+,8718,4094,3902,1967,7962
+,2829,9676,1777,7577,4746
+,4548,411,5635,9494,183
+,9171,4110,7969,8742,8808
+,8579,4054,4942,6587,3989
+,1289,6,9870,6529,9914
+,8861,8895,249,7810,9635
+,3844,9767,5391,6972,728
+,88,3083,8380,9241,5006
+,8859,8081,2566,8776,1574
+,5340,5748,6743,1104,8378
+,375,8061,4768,8689,4197
-,186,0,0,0,0
+,3129,5836,3689,856,6459
+,5665,9,9806,8202,4301
+,1999,9484,2164,4902,3177
+,7693,7151,6646,8044,9349
+,6264,9316,2229,5002,4957
+,8363,157,2389,3227,960
+,4091,1585,684,1324,9448
+,3231,3098,5598,501,3336
+,7415,6794,7230,3825,6440
+,1499,9344,4612,8406,4882
+,5778,9005,8011,5484,6484
+,3101,771,9843,374,7157
+,6115,8531,2169,3376,872
+,1518,2828,3682,107,6372
+,6297,7179,5784,5725,6464
+,6756,1929,3786,7147,5517
-,653,0,0,0,0
+,1401,1800,3066,8870,7476
+,2470,1498,3138,1434,360
+,2211,3209,5473,3532,1799
+,1791,7695,8803,9261,8839
+,8621,2554,9535,8173,2196
+,4829,4438,6245,4270,7113
+,5366,6926,565,8715,7346
+,2376,3781,7498,7420,779
+,8586,9698,4938,8552,1974
+,2247,8366,5593,6466,1432
+,77,9136,856,5452,7825
+,1281,7314,6569,4961,5257
+,971,1176,676,2812,5561
+,1216,2680,1396,9110,3215
+,2312,3712,6810,1140,7907
+,2279,354,8149,4709,2162
+,281,4650,2184,1866,1140
+,7090,4243,2150,8180,2069
+,1243,5980,8274,8638,4472
+,1414,5261,6506,7858,9551
